943	212	259	259	259	918	659	0	659	25
932	180	194	194	195	918	723	1	724	14
929	122	192	192	194	921	727	2	729	8
918	41	53	53	54	899	845	1	846	19
915	172	165	165	165	902	737	0	737	13
912	94	76	76	78	907	829	2	831	5
907	57	229	229	230	890	660	1	661	17
902	145	77	77	78	889	811	1	812	13
899	179	241	241	243	896	653	2	655	3
896	143	30	30	32	882	850	2	852	14
890	190	108	108	110	887	777	2	779	3
889	146	185	185	185	886	701	0	701	3
887	129	201	201	203	883	680	2	682	4
886	88	234	234	236	862	626	2	628	24
877	175	76	76	78	866	788	2	790	11
876	217	257	257	258	866	608	1	609	10
866	107	32	32	32	843	811	0	811	23
866	84	240	240	242	853	611	2	613	13
856	203	20	20	21	843	822	1	823	13
853	105	149	149	151	834	683	2	685	19
843	49	191	191	192	816	624	1	625	27
843	228	149	149	151	823	672	2	674	20
834	174	246	246	247	831	584	1	585	3
825	60	210	210	211	822	611	1	612	3
823	188	177	177	178	810	632	1	633	13
822	208	186	186	187	811	624	1	625	11
816	184	5	5	7	800	793	2	795	16
811	160	136	136	136	808	672	0	672	3
808	205	99	99	101	790	689	2	691	18
804	59	169	169	171	801	630	2	632	3
801	112	50	50	51	790	739	1	740	11
800	177	264	264	264	780	516	0	516	20
790	50	243	243	243	764	521	0	521	26
784	37	240	240	240	758	518	0	518	26
774	141	233	233	233	751	518	0	518	23
764	69	231	231	231	743	512	0	512	21
758	187	210	210	210	735	525	0	525	23
751	133	207	207	207	734	527	0	527	17
737	34	201	201	201	727	526	0	526	10
735	178	198	198	198	718	520	0	520	17
734	163	200	200	200	719	519	0	519	15
727	201	195	195	195	710	515	0	515	17
719	47	194	194	194	703	509	0	509	16
718	158	193	193	193	699	506	0	506	19
710	12	189	189	189	698	509	0	509	12
698	213	149	149	149	676	527	0	527	22
697	202	181	181	181	688	507	0	507	9
693	97	156	156	156	677	521	0	521	16
688	63	159	159	159	677	518	0	518	11
677	155	148	148	148	663	515	0	515	14
677	109	146	146	146	661	515	0	515	16
670	173	144	144	144	659	515	0	515	11
663	226	143	143	143	645	502	0	502	18
