661	9	139	139	139	641	502	0	502	20
659	100	137	137	137	635	498	0	498	24
645	148	133	133	133	623	490	0	490	22
635	80	129	129	129	611	482	0	482	24
635	152	131	131	131	619	488	0	488	16
619	101	119	119	119	595	476	0	476	24
617	106	125	125	125	605	480	0	480	12
611	130	103	103	103	594	491	0	491	17
605	136	82	82	82	585	503	0	503	20
594	231	89	89	89	587	498	0	498	7
589	191	64	64	64	570	506	0	506	19
587	78	84	84	84	585	501	0	501	2
585	222	66	66	66	575	509	0	509	10
579	44	62	62	62	559	497	0	497	20
575	85	61	61	61	555	494	0	494	20
570	221	61	61	61	548	487	0	487	22
559	66	60	60	60	538	478	0	478	21
549	132	55	55	55	531	476	0	476	18
548	169	54	54	54	531	477	0	477	17
538	210	58	58	58	534	476	0	476	4
534	95	53	53	53	527	474	0	474	7
531	115	42	42	42	508	466	0	466	23
531	154	46	46	46	514	468	0	468	17
521	149	36	36	36	503	467	0	467	18
514	233	37	37	37	506	469	0	469	8
506	104	32	32	32	492	460	0	460	14
503	18	27	27	27	489	462	0	462	14
502	181	26	26	26	477	451	0	451	25
489	123	20	20	20	476	456	0	456	13
486	189	16	16	16	468	452	0	452	18
477	1	255	255	256	451	195	1	196	26
476	52	12	12	12	458	446	0	446	18
468	72	256	256	257	454	197	1	198	14
454	219	252	252	253	450	197	1	198	4
452	140	235	235	236	428	192	1	193	24
451	137	236	236	237	437	200	1	201	14
450	110	246	246	247	439	192	1	193	11
437	96	200	200	201	412	211	1	212	25
433	32	195	195	196	406	210	1	211	27
428	120	220	220	221	424	203	1	204	4
424	27	195	195	196	407	211	1	212	17
407	131	171	171	172	392	220	1	221	15
406	183	193	193	194	403	209	1	210	3
406	4	178	178	179	398	219	1	220	8
403	193	177	177	178	398	220	1	221	5
398	218	165	165	166	373	207	1	208	25
398	81	167	167	168	377	209	1	210	21
386	197	147	147	148	359	211	1	212	27
377	192	149	149	150	364	214	1	215	13
373	77	161	161	162	367	205	1	206	6
361	73	144	144	145	353	208	1	209	8
359	2	125	125	126	342	216	1	217	17
358	165	146	146	147	353	206	1	207	5
353	102	119	119	120	334	214	1	215	19
353	162	123	123	124	342	218	1	219	11
342	70	115	115	116	322	206	1	207	20
342	142	120	120	121	336	215	1	216	6
336	30	115	115	116	326	210	1	211	10
334	171	113	113	114	318	204	1	205	16
322	151	113	113	114	305	191	1	192	17
320	186	112	112	113	301	188	1	189	19
318	48	112	112	113	298	185	1	186	20
301	214	257	257	259	291	32	2	34	10
299	164	256	256	258	278	20	2	22	21
292	43	247	247	249	271	22	2	24	21
291	99	236	236	238	264	26	2	28	27
283	121	264	264	265	265	0	1	1	18
278	126	221	221	223	261	38	2	40	17
271	58	220	220	222	244	22	2	24	27
268	35	254	254	254	254	0	0	0	14
266	20	255	255	255	255	0	0	0	11
265	144	239	239	240	240	0	1	1	25
264	147	216	216	218	240	22	2	24	24
262	62	246	246	248	248	0	2	2	14
261	194	220	220	222	251	29	2	31	10
252	93	249	249	251	251	0	2	2	1
251	36	99	99	100	231	131	1	132	20
244	198	214	214	216	233	17	2	19	11
241	29	239	239	240	240	0	1	1	1
234	206	199	199	201	212	11	2	13	22
233	7	221	221	222	222	0	1	1	11
233	74	93	93	94	216	122	1	123	17
230	8	227	227	229	229	0	2	2	1
225	17	201	201	203	213	10	2	12	12
223	67	215	215	215	215	0	0	0	8
218	138	216	216	217	217	0	1	1	1
213	118	210	210	212	212	0	2	2	1
213	98	180	180	182	204	22	2	24	9
212	182	210	210	211	211	0	1	1	1
212	207	197	197	199	208	9	2	11	4
210	124	80	80	81	207	126	1	127	3
210	89	189	189	189	189	0	0	0	21
208	61	179	179	181	197	16	2	18	11
207	170	183	183	185	204	19	2	21	3
206	55	181	181	182	182	0	1	1	24
204	51	172	172	174	189	15	2	17	15
204	125	176	176	178	191	13	2	15	13
200	22	183	183	183	183	0	0	0	17
197	211	167	167	169	182	13	2	15	15
193	227	171	171	173	173	0	2	2	20
191	53	157	157	159	180	21	2	23	11
189	46	154	154	156	171	15	2	17	18
188	15	173	173	173	173	0	0	0	15
184	156	166	166	167	167	0	1	1	17
176	11	65	65	66	151	85	1	86	25
174	157	151	151	153	165	12	2	14	9
169	167	144	144	144	144	0	0	0	25
166	223	153	153	153	153	0	0	0	13
165	229	144	144	146	160	14	2	16	5
165	16	135	135	137	152	15	2	17	13
164	3	163	163	163	163	0	0	0	1
161	76	144	144	146	146	0	2	2	15
160	87	58	58	59	141	82	1	83	19
152	64	37	37	38	140	102	1	103	12
151	168	37	37	38	138	100	1	101	13
150	92	139	139	140	140	0	1	1	10
145	113	119	119	120	120	0	1	1	25
141	45	80	80	82	117	35	2	37	24
140	196	105	105	107	133	26	2	28	7
140	31	127	127	129	129	0	2	2	11
139	75	114	114	114	114	0	0	0	25
138	166	81	81	83	117	34	2	36	21
135	14	115	115	115	115	0	0	0	20
133	161	85	85	87	126	39	2	41	7
123	215	122	122	122	122	0	0	0	1
120	135	74	74	76	95	19	2	21	25
119	119	117	117	118	118	0	1	1	1
119	5	97	97	98	98	0	1	1	21
117	10	61	61	63	91	28	2	30	26
115	128	91	91	93	93	0	2	2	22
115	103	94	94	94	94	0	0	0	21
113	232	92	92	94	94	0	2	2	19
111	114	78	78	80	98	18	2	20	13
108	139	107	107	107	107	0	0	0	1
100	39	75	75	77	77	0	2	2	23
98	33	52	52	54	83	29	2	31	15
95	225	51	51	53	82	29	2	31	13
90	134	64	64	66	66	0	2	2	24
85	216	48	48	50	68	18	2	20	17
83	79	44	44	46	66	20	2	22	17
82	204	50	50	52	78	26	2	28	4
80	28	63	63	63	63	0	0	0	17
78	6	33	33	34	59	25	1	26	19
72	153	62	62	63	63	0	1	1	9
68	82	29	29	31	46	15	2	17	22
67	234	43	43	44	44	0	1	1	23
66	111	65	65	65	65	0	0	0	1
66	185	37	37	39	50	11	2	13	16
57	65	37	37	37	37	0	0	0	20
53	116	15	15	16	50	34	1	35	3
50	83	15	15	16	37	21	1	22	13
46	199	8	8	10	23	13	2	15	23
44	24	14	14	15	33	18	1	19	11
41	23	14	14	16	16	0	2	2	25
40	150	26	26	28	28	0	2	2	12
37	13	5	5	7	14	7	2	9	23
36	42	13	13	15	15	0	2	2	21
34	224	33	33	33	33	0	0	0	1
33	200	12	12	14	28	14	2	16	5
28	19	5	5	6	9	3	1	4	19
28	68	25	25	27	27	0	2	2	1
23	209	3	3	3	3	0	0	0	20
23	21	6	6	6	6	0	0	0	17
23	117	2	2	3	3	0	1	1	20
14	108	3	3	4	4	0	1	1	10
9	159	1	1	3	3	0	2	2	6

========== STATISTICS ==========
1) Total orders: 234
   ODG: 18  ODN: 18  OT: 13  OVG: 138  OVC: 27  OVN: 20
2) Total chefs: 18   CN: 10  CS: 8
3) Total scooters: 3
4) Finished: 219 (93.5897%)   Cancelled: 15 (6.41026%)
5) Overwait orders: 135 (61.6438% of finished)
6) Averages (finished orders):
   Avg Ti    = 256.429
   Avg Tc    = 0.96347
   Avg Tw    = 257.393
   Avg Tserv = 14.6758
7) Scooter utilization: 180.134%
8) Chef utilization:    1.32556%
