204	82	167	167	167	175	8	0	8	29
204	46	168	168	169	180	11	1	12	24
197	16	165	165	168	184	16	3	19	13
194	124	165	165	166	176	10	1	11	18
191	90	166	166	166	166	0	0	0	25
191	5	168	168	168	176	8	0	8	15
189	3	165	165	165	165	0	0	0	24
189	110	165	165	165	165	0	0	0	24
188	56	153	153	154	164	10	1	11	24
188	15	159	159	160	168	8	1	9	20
185	36	144	144	147	154	7	3	10	31
184	92	160	160	161	161	0	1	1	23
184	79	149	149	149	153	4	0	4	31
182	125	165	165	167	167	0	2	2	15
181	7	164	164	164	164	0	0	0	17
181	97	168	168	168	168	0	0	0	13
180	134	148	148	149	159	10	1	11	21
176	107	162	162	163	163	0	1	1	13
176	104	152	152	153	153	0	1	1	23
175	89	168	168	169	170	1	1	2	5
171	60	147	147	148	150	2	1	3	21
170	85	165	165	166	166	0	1	1	4
169	100	168	168	168	168	0	0	0	1
168	50	157	157	157	157	0	0	0	11
165	116	147	147	147	147	0	0	0	18
164	29	145	145	147	147	0	2	2	17
163	1	139	139	139	139	0	0	0	24
163	123	137	137	137	140	3	0	3	23
162	103	141	141	142	142	0	1	1	20
160	12	125	125	126	144	18	1	19	16
159	76	136	136	137	139	2	1	3	20
157	119	132	132	132	145	13	0	13	12
157	114	156	156	156	156	0	0	0	1
157	17	133	133	134	139	5	1	6	18
155	109	154	154	154	154	0	0	0	1
153	21	128	128	129	129	0	1	1	24
153	86	107	107	107	123	16	0	16	30
152	49	129	129	130	140	10	1	11	12
150	10	130	130	130	132	2	0	2	18
149	74	126	126	129	129	0	3	3	20
148	111	127	127	127	127	0	0	0	21
146	73	111	111	111	125	14	0	14	21
145	34	123	123	123	123	0	0	0	22
144	94	126	126	127	127	0	1	1	17
144	70	125	125	128	128	0	3	3	16
144	102	121	121	121	121	0	0	0	23
142	64	109	109	109	131	22	0	22	11
141	26	123	123	123	123	0	0	0	18
140	23	122	122	125	125	0	3	3	15
139	128	122	122	123	123	0	1	1	16
137	63	116	116	118	118	0	2	2	19
135	59	119	119	122	122	0	3	3	13
132	133	108	108	109	109	0	1	1	23
132	77	122	122	122	122	0	0	0	10
132	88	123	123	124	124	0	1	1	8
132	35	121	121	121	128	7	0	7	4
130	80	128	128	129	129	0	1	1	1
127	43	111	111	111	111	0	0	0	16
126	45	106	106	107	107	0	1	1	19
125	93	104	104	104	104	0	0	0	21
123	71	91	91	94	94	0	3	3	29
123	98	98	98	99	99	0	1	1	24
122	22	100	100	101	101	0	1	1	21
